layer,ztz,ftf,norm_z,norm_f,norm_z_hat,l_recon,text
7,6143.217,3927.7783,78.37868,62.67199,73.9068,654.0827,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
8,8815.352,5179.4756,93.89011,71.968575,87.44229,1104.8857,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
9,7815.8687,5184.427,88.4074,72.00296,77.27126,1363.9578,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
10,11703.184,6971.6104,108.18125,83.49617,100.318474,1634.6415,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
11,12940.733,7805.627,113.75735,88.34946,104.55266,1985.4706,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
12,16895.121,9740.709,129.98123,98.69503,115.872765,2706.2114,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
13,19657.21,11133.468,140.20418,105.51525,127.01133,2835.6084,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
14,26460.312,15738.42,162.66626,125.45286,144.0452,4057.5059,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
15,38143.977,19129.664,195.30482,138.31003,178.97076,4718.2725,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
16,42513.016,22652.125,206.18684,150.50623,194.14542,5227.664,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
17,64584.098,33378.527,254.13402,182.6979,236.21516,7489.9814,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
18,71024.34,36139.797,266.50394,190.1047,250.02386,7541.998,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
19,91527.11,47578.785,302.5345,218.12561,289.6384,8364.668,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
20,107235.37,56299.97,327.4681,237.27614,316.41452,9958.025,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
21,135757.64,74772.555,368.45303,273.4457,355.1571,13343.34,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
22,186377.38,98945.78,431.71445,314.5565,416.05893,17623.86,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
23,256934.81,128764.34,506.8874,358.8375,478.4435,24384.184,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
24,316952.06,161491.84,562.985,401.86047,541.91113,28112.52,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
25,392109.66,209757.75,626.1866,457.99316,599.56793,37295.34,"ctics and promote better defense.<eos>With #BirdOfTheYear off to a flying start,"
1,7521.3613,11940.016,86.725784,109.27038,83.87657,504.793," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
2,9584.455,8247.731,97.90023,90.817024,94.942184,700.6681," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
3,9836.326,6226.9463,99.17825,78.911,93.21671,887.403," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
4,8692.066,4780.1235,93.231255,69.138435,86.21927,1127.1143," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
5,8322.477,4700.5225,91.22761,68.560356,86.59622,814.34863," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
6,8167.883,4489.239,90.37634,67.001785,82.09495,1309.2307," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
7,8004.4233,4480.4717,89.467445,66.936325,81.29179,1174.3159," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
8,16868.078,8479.158,129.87717,92.082344,123.57246,1616.5151," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
9,16303.355,8044.352,127.68459,89.690315,118.48769,2088.0078," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
10,20315.254,9790.744,142.53159,98.94819,131.6648,3003.6096," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
11,22899.895,11166.784,151.32712,105.673004,137.7865,3773.163," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
12,33535.508,15553.047,183.12703,124.71185,170.92976,4673.8823," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
13,29636.355,14609.248,172.15213,120.86872,153.09691,5117.1943," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
14,41426.195,20245.348,203.53426,142.28615,183.99045,6461.4453," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
15,44457.867,22863.217,210.85034,151.20587,193.32687,6211.176," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
16,48287.746,27857.223,219.74474,166.90483,205.73198,5614.7373," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
17,61311.24,35772.05,247.61107,189.13501,233.2557,7734.9126," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
18,58610.55,37192.08,242.09616,192.85248,222.91144,7432.464," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
19,70833.875,47993.727,266.14633,219.0747,245.80974,9184.172," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
20,69550.96,54992.46,263.72516,234.50471,240.65025,10802.763," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
21,88788.02,69150.84,297.9732,262.96548,272.34384,12760.711," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
22,110768.9,91803.625,332.8196,302.99112,305.44598,17193.77," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
23,151661.72,114949.125,389.43768,339.04147,353.5796,21430.156," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
24,201320.69,139854.69,448.68774,373.9715,423.48807,26976.834," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
25,239585.92,205230.5,489.47516,453.02374,443.383,34055.797," elections loom, threatening to elevate ultra-nationalist Marine le Pen to power"
1,7080.124,13011.498,84.14347,114.067955,83.64223,125.3069,e of our own history. I thought that statement from the African Union was really
2,7044.998,6441.098,83.93449,80.256454,82.6677,270.32422,e of our own history. I thought that statement from the African Union was really
3,6083.6436,4871.2676,77.99772,69.794464,74.9943,351.2179,e of our own history. I thought that statement from the African Union was really
4,6998.476,5406.338,83.6569,73.5278,80.583855,398.42792,e of our own history. I thought that statement from the African Union was really
5,8231.565,5378.0303,90.727974,73.33505,87.93399,449.90472,e of our own history. I thought that statement from the African Union was really
6,8785.47,5821.028,93.730835,76.29566,88.086174,871.19714,e of our own history. I thought that statement from the African Union was really
7,9535.944,6142.021,97.65216,78.37105,91.90574,948.3075,e of our own history. I thought that statement from the African Union was really
8,10626.717,6714.863,103.08597,81.94427,95.673744,1265.0608,e of our own history. I thought that statement from the African Union was really
9,11277.396,6987.0986,106.19508,83.58887,99.03476,1229.0645,e of our own history. I thought that statement from the African Union was really
10,13941.482,8324.076,118.07406,91.236374,107.897446,1909.5076,e of our own history. I thought that statement from the African Union was really
11,15640.173,9807.803,125.06068,99.03435,113.61839,2259.153,e of our own history. I thought that statement from the African Union was really
12,17320.84,11487.467,131.60866,107.1796,117.8556,2584.7905,e of our own history. I thought that statement from the African Union was really
13,21336.215,12398.846,146.06921,111.350105,136.49187,2581.3652,e of our own history. I thought that statement from the African Union was really
14,27954.95,16237.484,167.19734,127.42639,156.10846,3110.5884,e of our own history. I thought that statement from the African Union was really
15,31414.605,18982.096,177.24165,137.77553,165.42902,3298.0078,e of our own history. I thought that statement from the African Union was really
16,43720.28,24379.273,209.09395,156.13864,199.25897,3463.6953,e of our own history. I thought that statement from the African Union was really
17,61906.777,36683.676,248.81073,191.52983,238.1735,5181.357,e of our own history. I thought that statement from the African Union was really
18,71879.15,38815.785,268.10287,197.01723,255.69571,5626.0845,e of our own history. I thought that statement from the African Union was really
19,95263.445,51363.1,308.64777,226.6343,296.38742,6916.959,e of our own history. I thought that statement from the African Union was really
20,129826.36,65855.82,360.31424,256.6239,356.98514,8484.207,e of our own history. I thought that statement from the African Union was really
21,164407.61,85378.625,405.47208,292.1962,397.55798,10089.625,e of our own history. I thought that statement from the African Union was really
22,251902.81,116370.83,501.8992,341.13168,488.4875,16303.464,e of our own history. I thought that statement from the African Union was really
23,327221.5,146891.9,572.0328,383.2648,558.1653,22521.398,e of our own history. I thought that statement from the African Union was really
24,389407.0,177104.6,624.02484,420.83795,606.7168,32166.898,e of our own history. I thought that statement from the African Union was really
25,453375.38,224674.64,673.33154,473.99857,632.2206,44867.098,e of our own history. I thought that statement from the African Union was really
1,6331.249,8232.787,79.569145,90.73471,78.65057,811.9082,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
2,7334.0674,8059.0005,85.63917,89.771935,79.713875,1257.0057,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
3,9451.708,21193.822,97.219894,145.58098,92.52188,849.28796,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
4,8890.193,6240.7935,94.28782,78.998695,83.15432,1885.7289,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
5,9899.619,16550.225,99.496826,128.64767,92.68196,823.4294,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
6,12777.488,8963.344,113.03755,94.674934,104.421684,1303.3179,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
7,16006.589,10144.565,126.51715,100.72023,118.41703,1219.1978,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
8,16754.168,9593.62,129.4379,97.94703,120.93063,1541.1432,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
9,15935.189,9508.383,126.23466,97.51094,116.301926,1633.6239,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
10,17848.656,10039.814,133.59886,100.198875,122.329346,2395.8062,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
11,21260.62,11603.094,145.81021,107.71766,133.01678,2775.3086,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
12,25488.291,13353.074,159.65053,115.555504,146.24297,3696.9502,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
13,24956.168,14542.51,157.97522,120.59233,144.75322,3725.193,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
14,34046.035,18186.355,184.51567,134.8568,169.03197,4632.7886,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
15,38143.17,21311.447,195.30276,145.9844,180.37904,4896.779,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
16,41921.043,26177.107,204.74629,161.79341,189.06152,5388.4453,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
17,51699.734,34905.27,227.37576,186.82951,213.48166,6863.7695,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
18,64346.676,37884.23,253.66646,194.63872,239.19797,6710.4404,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
19,87840.32,48721.062,296.37866,220.72849,283.44128,9363.977,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
20,94846.33,54613.914,307.9713,233.6962,292.90454,10291.104,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
21,125682.73,74012.22,354.5176,272.05188,333.33023,13667.662,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
22,191908.84,101960.53,438.074,319.3126,415.96716,17724.715,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
23,228879.0,123000.945,478.413,350.7149,450.89908,22151.86,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
24,269017.5,149737.58,518.66895,386.9594,486.09274,28615.902,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
25,235761.98,192622.88,485.55328,438.8882,440.8877,33991.17,"than it was a week ago. ""We didn't move forward on protecting Puget Sound,"" Sato"
1,5297.6694,6693.5557,72.78509,81.814156,72.352165,56.000008,"e discovery anyway. People tend to remember innovators, not whistle-blowers.<br><br>We"
2,6130.5977,5385.9136,78.298134,73.38879,76.71962,185.12567,"e discovery anyway. People tend to remember innovators, not whistle-blowers.<br><br>We"
3,5145.042,4101.533,71.72895,64.04321,69.58154,204.54042,"e discovery anyway. People tend to remember innovators, not whistle-blowers.<br><br>We"
4,5469.785,4624.2056,73.95799,68.00151,72.19448,205.4642,"e discovery anyway. People tend to remember innovators, not whistle-blowers.<br><br>We"
5,5653.808,3923.7646,75.19181,62.63996,73.056595,241.2862,"e discovery anyway. People tend to remember innovators, not whistle-blowers.<br><br>We"
